report_date,location,location_type,data_field,data_field_code,value,unit
18/06/2016,Colombia-Santander-El_Carmen_De_Chucuri,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Colombia-Santander-Guaca,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Colombia-Santander-Oiba,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Colombia-Santander-Palmas_Del_Socorro,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Colombia-Sucre-Los_Palmitos,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Colombia-Amazonas-La_Pedrera,municipality,zika_suspected,CO0003,3,cases
18/06/2016,Mexico-Michoacan_de_Ocampo,state,weekly_zika_confirmed,MX0001,3,cases
18/06/2016,Argentina-Buenos_Aires,province,cumulative_confirmed_imported_cases,AR0003,2,cases
18/06/2016,Argentina-CABA,province,cumulative_cases_discarded,AR0006,2,cases
18/06/2016,Argentina-Cordoba,province,cumulative_confirmed_imported_cases,AR0003,2,cases
18/06/2016,Argentina-Corrientes,province,cumulative_confirmed_imported_cases,AR0003,2,cases
18/06/2016,Argentina-La_Pampa,province,cumulative_cases_under_study,AR0005,2,cases
18/06/2016,Argentina-Santa_Fe,province,cumulative_cases_discarded,AR0006,2,cases
18/06/2016,Argentina-Tucuman,province,cumulative_cases_discarded,AR0006,2,cases
18/06/2016,Brazil-Acre,state,microcephaly_confirmed,BR0002,2,cases
18/06/2016,Brazil-Mato_Grosso_do_Sul,state,microcephaly_under_investigation,BR0001,2,cases
18/06/2016,Brazil-Rondonia,state,municipality_microcephaly,BR0004,2,municipalities
18/06/2016,Brazil-Mato_Grosso,state,microcephaly_fatal_confirmed,BR0006,2,cases
18/06/2016,Brazil-Ceara,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Maranhao,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Minas_Gerais,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Parana,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Pernambuco,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Sao_Paulo,state,microcephaly_fatal_not,BR0007,2,cases
18/06/2016,Brazil-Goias,state,microcephaly_fatal_under_investigation,BR0005,2,cases
18/06/2016,Brazil-Sao_Paulo,state,microcephaly_fatal_under_investigation,BR0005,2,cases
18/06/2016,Colombia-Antioquia-Canasgordas,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Envigado,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Granada,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-La_Pintada,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Rionegro,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-San_Carlos,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-San_Pedro_De_Uraba,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Sopetran,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Yolombo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Galapa,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Juan_De_Acosta,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Manati,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Repelon,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Sabanagrande,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Atlantico-Santo_Tomas,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Bolivar-San_Jacinto,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Chitaraque,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Miraflores,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Pajarito,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-San_Luis_De_Gaceno,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-San_Pablo_De_Borbur,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Santana,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Santa_Maria,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Boyaca-Tipacoque,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Caldas-Norcasia,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Caldas-Pensilvania,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Caqueta-Cartagena_Del_Chaira,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Caqueta-Milan,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Caqueta-Solano,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cesar-Becerril,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cesar-La_Gloria,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cesar-Manaure,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cesar-Rio_De_Oro,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cordoba-Chinu,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cordoba-Tuchin,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cundinamarca-Narino,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cundinamarca-Quipile,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cundinamarca-Sasaima,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Cundinamarca-Topaipi,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Huila-Baraya,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Huila-Paicol,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Huila-Tarqui,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Huila-Tello,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Huila-Villavieja,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Guajira-Barrancas,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Guajira-Distraccion,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Guajira-Hatonuevo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Guajira-Manaure,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Magdalena-El_Reten,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Magdalena-Puebloviejo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Magdalena-Santa_Barbara_De_Pinto,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Magdalena-Sitionuevo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Meta-El_Castillo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Meta-Lejanias,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Narino-Barbacoas,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Narino-El_Charco,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Bochalema,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Cucutilla,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Gramalote,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Herran,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Labateca,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Norte_Santander-Toledo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Quindio-Calarca,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Quindio-La_Tebaida,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Risaralda-Balboa,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Risaralda-Marsella,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Santander-Sabana_De_Torres,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Santander-San_Jose_De_Miranda,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Sucre-Tolu,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Tolima-Ibague,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Tolima-Coyaima,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Tolima-Purificacion,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Tolima-Suarez,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Valle_Del_Cauca-Cali,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Valle_Del_Cauca-Bugalagrande,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Valle_Del_Cauca-El_Dovio,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Casanare-Monterrey,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Casanare-Paz_De_Ariporo,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Casanare-Recetor,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Putumayo-Puerto_Asis,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-San_Andres-San_Andres,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Guainia-Unknown,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Vichada-Puerto_Carreno,municipality,zika_confirmed_laboratory,CO0001,2,cases
18/06/2016,Colombia-Antioquia-Armenia,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Antioquia-Giraldo,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Antioquia-Gomez_Plata,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Antioquia-Sabanalarga,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Antioquia-San_Luis,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Bolivar-San_Pablo,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Bolivar-Santa_Rosa,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Boyaca-Campohermoso,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Boyaca-Otanche,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Caldas-Riosucio,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Caldas-Villamaria,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Caqueta-Curillo,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Cauca-Mercaderes,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Cundinamarca-Guataqui,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Narino-El_Charco,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Risaralda-La_Celia,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Santander-Valle_De_San_Jose,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Amazonas-Puerto_Narino,municipality,zika_suspected_clinic,CO0004,2,cases
18/06/2016,Colombia-Antioquia-Concordia,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-Fredonia,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-Guarne,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-Jerico,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-San_Jeronimo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-San_Pedro,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-San_Rafael,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Antioquia-Urrao,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Atlantico-Piojo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-Arroyohondo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-Calamar,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-El_Guamo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-Norosi,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-San_Estanislao,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-San_Jacinto_Del_Cauca,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Bolivar-Talaigua_Nuevo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Boyaca-Unknown,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Boyaca-Boyaca,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Caldas-Unknown,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Caldas-Aguadas,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Caldas-Supia,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cauca-Cajibio,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cesar-Gonzalez,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cundinamarca-Beltran,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cundinamarca-Cota,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cundinamarca-Granada,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Cundinamarca-Tabio,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Choco-Istmina,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Huila-Isnos,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Huila-Palestina,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Narino-Narino,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Norte_Santander-San_Calixto,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Risaralda-Quinchia,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Aratoca,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Charta,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Concepcion,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Guavata,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-La_Belleza,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Onzaga,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Paramo,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Santander-Puente_Nacional,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Sucre-Guaranda,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Tolima-Villahermosa,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Colombia-Guaviare-Unknown,municipality,zika_suspected,CO0003,2,cases
18/06/2016,Mexico-Jalisco,state,yearly_cumulative_female,MX0002,2,cases
18/06/2016,Mexico-Yucatan,state,yearly_cumulative_female,MX0002,2,cases
18/06/2016,Mexico-Campeche,state,yearly_cumulative_male,MX0003,2,cases
18/06/2016,Mexico-Jalisco,state,yearly_cumulative_male,MX0003,2,cases
18/06/2016,Mexico-Michoacan_de_Ocampo,state,yearly_cumulative_male,MX0003,2,cases
18/06/2016,Mexico-Quintana_Roo,state,yearly_cumulative_male,MX0003,2,cases
18/06/2016,Argentina-Buenos_Aires,province,cumulative_probable_imported_cases,AR0004,1,cases
18/06/2016,Argentina-Chubut,province,cumulative_confirmed_imported_cases,AR0003,1,cases
18/06/2016,Argentina-Cordoba,province,cumulative_confirmed_local_cases,AR0001,1,cases
18/06/2016,Argentina-Cordoba,province,cumulative_cases_discarded,AR0006,1,cases
18/06/2016,Argentina-Jujuy,province,cumulative_cases_discarded,AR0006,1,cases
18/06/2016,Argentina-Mendoza,province,cumulative_confirmed_imported_cases,AR0003,1,cases
18/06/2016,Argentina-Misiones,province,cumulative_cases_discarded,AR0006,1,cases
18/06/2016,Argentina-San_Juan,province,cumulative_cases_under_study,AR0005,1,cases
18/06/2016,Brazil-Para,state,microcephaly_confirmed,BR0002,1,cases
18/06/2016,Brazil-Santa_Catarina,state,microcephaly_confirmed,BR0002,1,cases
18/06/2016,Brazil-Amapa,state,microcephaly_under_investigation,BR0001,1,cases
18/06/2016,Brazil-Santa_Catarina,state,microcephaly_under_investigation,BR0001,1,cases
18/06/2016,Brazil-Acre,state,municipality_microcephaly,BR0004,1,municipalities
18/06/2016,Brazil-Distrito_Federal,state,municipality_microcephaly,BR0004,1,municipalities
18/06/2016,Brazil-Para,state,municipality_microcephaly,BR0004,1,municipalities
18/06/2016,Brazil-Santa_Catarina,state,municipality_microcephaly,BR0004,1,municipalities
18/06/2016,Brazil-Distrito_Federal,state,municipality_microcephaly_suspected,BR0008,1,municipalities
18/06/2016,Brazil-Bahia,state,microcephaly_fatal_confirmed,BR0006,1,cases
18/06/2016,Brazil-Distrito_Federal,state,microcephaly_fatal_confirmed,BR0006,1,cases
18/06/2016,Brazil-Maranhao,state,microcephaly_fatal_confirmed,BR0006,1,cases
18/06/2016,Brazil-Rondonia,state,microcephaly_fatal_confirmed,BR0006,1,cases
18/06/2016,Brazil-Acre,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Alagoas,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Amapa,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Bahia,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Rondonia,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Sergipe,state,microcephaly_fatal_not,BR0007,1,cases
18/06/2016,Brazil-Minas_Gerais,state,microcephaly_fatal_under_investigation,BR0005,1,cases
18/06/2016,Brazil-Roraima,state,microcephaly_fatal_under_investigation,BR0005,1,cases
18/06/2016,Brazil-Santa_Catarina,state,microcephaly_fatal_under_investigation,BR0005,1,cases
18/06/2016,Colombia-Antioquia-Angelopolis,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Barbosa,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Caldas,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-El_Carmen_De_Viboral,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Cocorna,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-El_Bagre,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Girardota,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Guatape,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Hispania,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Jardin,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-La_Estrella,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Puerto_Nare,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Sabanalarga,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-San_Francisco,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Taraza,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Uramita,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Valdivia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Antioquia-Vegachi,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Atlantico-Baranoa,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Atlantico-Palmar_De_Varela,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Atlantico-Sabanalarga,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Atlantico-Usiacuri,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Clemencia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Maria_La_Baja,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Mompos,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Morales,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Pinillos,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Rio_Viejo,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-San_Juan_Nepomuceno,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-San_Pablo,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Bolivar-Turbana,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Tunja,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Boavita,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Buenavista,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Campohermoso,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Cubara,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Garagoa,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Maripi,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Otanche,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Paez,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Quipama,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Tibana,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Togui,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Tunungua,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Boyaca-Zetaquira,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Anserma,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Filadelfia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Neira,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Riosucio,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Samana,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caldas-Villamaria,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Caqueta-Curillo,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Argelia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Balboa,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Corinto,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Florencia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Guapi,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Inza,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cauca-Mercaderes,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cesar-El_Copey,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cesar-Gamarra,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cesar-Pueblo_Bello,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cordoba-Cerete,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cordoba-Cienaga_De_Oro,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cordoba-La_Apartada,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cordoba-Valencia,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Arbelaez,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Cachipay,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Caqueza,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Chaguani,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-El_Penon,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Guataqui,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Guayabal_De_Siquima,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Jerusalen,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-La_Palma,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Nocaima,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Pandi,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Paratebueno,municipality,zika_confirmed_laboratory,CO0001,1,cases
18/06/2016,Colombia-Cundinamarca-Puli,municipality,zika_confirmed_laboratory,CO0001,1,cases
